N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
852.0,진양산업,9110.0,보합0,0.00%,500.0,9110.0,9270.0,8900.0
853.0,ACE 2월만기자동연장회사채AA-이상액티브,10385.0,상승  10,+0.10%,0.0,10385.0,10385.0,10375.0
854.0,KODEX 미국배당다우존스타겟커버드콜,10720.0,상승  5,+0.05%,0.0,10715.0,10840.0,10715.0
855.0,ACE 중국본토CSI300,28975.0,상승  60,+0.21%,0.0,28735.0,29215.0,28735.0
856.0,수산중공업,1875.0,하락  1,-0.05%,500.0,1876.0,1889.0,1855.0
857.0,신한 미국달러 SOFR금리 플러스 ETN,11645.0,상승  120,+1.04%,0.0,11610.0,11665.0,11610.0
858.0,진흥기업,800.0,하락  13,-1.60%,500.0,799.0,813.0,785.0
859.0,SOL 국고채10년,106165.0,하락  215,-0.20%,0.0,106485.0,106485.0,105930.0
860.0,청호ICT,2490.0,보합0,0.00%,500.0,0.0,0.0,0.0
861.0,KODEX 미국나스닥100선물(H),25175.0,하락  230,-0.91%,0.0,25310.0,25310.0,25175.0
862.0,유한양행우,97900.0,"하락  2,600",-2.59%,1000.0,100000.0,100500.0,96500.0
863.0,RISE IT플러스,14230.0,상승  65,+0.46%,0.0,14160.0,14325.0,14100.0
864.0,계룡건설,12900.0,하락  180,-1.38%,5000.0,12810.0,13400.0,12610.0
865.0,KCTC,3840.0,하락  95,-2.41%,500.0,3900.0,3935.0,3840.0
866.0,금강공업,3920.0,하락  145,-3.57%,1000.0,4000.0,4060.0,3890.0
867.0,KODEX 2차전지핵심소재10,4060.0,하락  20,-0.49%,0.0,4055.0,4140.0,3985.0
868.0,세아특수강,13310.0,하락  940,-6.60%,5000.0,13260.0,13500.0,13260.0
869.0,SOL 2차전지소부장Fn,3805.0,하락  55,-1.42%,0.0,3795.0,3890.0,3750.0
870.0,대성홀딩스,7050.0,하락  180,-2.49%,1000.0,7100.0,7120.0,7010.0
871.0,HDC현대EP,3555.0,하락  55,-1.52%,500.0,3610.0,3610.0,3510.0
872.0,대창,1243.0,하락  30,-2.36%,500.0,1260.0,1275.0,1235.0
873.0,TIGER 글로벌메타버스액티브,12045.0,상승  45,+0.38%,0.0,11920.0,12170.0,11920.0
874.0,TIGER 코리아밸류업,9395.0,하락  30,-0.32%,0.0,9385.0,9440.0,9340.0
875.0,1Q 25-08 회사채(A+이상)액티브,107005.0,상승  30,+0.03%,0.0,107035.0,107035.0,106995.0
876.0,샘표식품,24750.0,"하락  1,350",-5.17%,500.0,25250.0,25600.0,24700.0
877.0,현대약품,3520.0,하락  160,-4.35%,500.0,3610.0,3615.0,3490.0
878.0,경인양행,2705.0,하락  65,-2.35%,500.0,2755.0,2770.0,2705.0
879.0,동인기연,18340.0,"하락  1,310",-6.67%,100.0,19010.0,19440.0,18030.0
880.0,한투 S&P500 선물 ETN,22445.0,상승  20,+0.09%,0.0,22465.0,22465.0,22445.0
881.0,KTcs,2620.0,하락  110,-4.03%,500.0,2690.0,2715.0,2605.0
882.0,동남합성,31850.0,하락  100,-0.31%,500.0,31950.0,31950.0,31600.0
883.0,HS효성,29900.0,"하락  1,000",-3.24%,5000.0,30150.0,30750.0,29650.0
884.0,RISE 2차전지TOP10인버스(합성),36580.0,상승  400,+1.11%,0.0,36320.0,37115.0,35870.0
885.0,유니퀘스트,5120.0,하락  160,-3.03%,500.0,5180.0,5180.0,4945.0
886.0,SJG세종,3965.0,하락  145,-3.53%,500.0,4000.0,4060.0,3935.0
887.0,TIGER 글로벌4차산업혁신기술(합성 H),17125.0,하락  15,-0.09%,0.0,16945.0,17175.0,16945.0
888.0,TIGER 미국다우존스30,31120.0,상승  25,+0.08%,0.0,31220.0,31560.0,31120.0
889.0,샘표,38300.0,하락  400,-1.03%,1000.0,38000.0,38450.0,37000.0
890.0,TIGER 26-04 회사채(A+이상)액티브,50030.0,상승  10,+0.02%,0.0,50010.0,50035.0,50010.0
891.0,한국수출포장,2750.0,하락  65,-2.31%,500.0,2780.0,2795.0,2740.0
892.0,KoAct 바이오헬스케어액티브,12615.0,하락  165,-1.29%,0.0,12765.0,12900.0,12495.0
893.0,한진중공업홀딩스,3670.0,하락  25,-0.68%,5000.0,3700.0,3705.0,3625.0
894.0,삼익악기,1193.0,하락  15,-1.24%,500.0,1208.0,1208.0,1148.0
895.0,휴니드,7640.0,하락  10,-0.13%,5000.0,7610.0,7990.0,7500.0
896.0,인천도시가스,24650.0,하락  850,-3.33%,5000.0,24950.0,25000.0,24550.0
897.0,PLUS 코스피TR,13120.0,하락  50,-0.38%,0.0,13145.0,13185.0,13020.0
898.0,ACE 미국30년국채엔화노출액티브(H),9135.0,상승  65,+0.72%,0.0,9090.0,9230.0,9070.0
899.0,하나 Solactive 2X US Tech Top 10 ETN(H),106635.0,"하락  1,540",-1.42%,0.0,106635.0,106635.0,106635.0
900.0,TIGER 코스닥150,11360.0,하락  120,-1.05%,0.0,11450.0,11545.0,11250.0
901.0,대영포장,979.0,하락  18,-1.81%,500.0,996.0,1005.0,975.0
902.0,KODEX 미국종합채권ESG액티브(H),100805.0,상승  275,+0.27%,0.0,100695.0,100820.0,100620.0
903.0,BNK 26-06 특수채(AAA이상)액티브,50090.0,상승  10,+0.02%,0.0,50090.0,50090.0,50090.0
904.0,KODEX 미국AI테크TOP10,12140.0,하락  95,-0.78%,0.0,12210.0,12305.0,12130.0
905.0,마이티 26-09 특수채(AAA)액티브,104220.0,보합0,0.00%,0.0,104220.0,104220.0,104220.0
906.0,히어로즈 25-09 회사채(AA-이상)액티브,50460.0,보합0,0.00%,0.0,50475.0,50485.0,50460.0
907.0,ACE 미국나스닥100채권혼합액티브,13810.0,하락  15,-0.11%,0.0,13825.0,14000.0,13810.0
908.0,TIGER 차이나CSI300레버리지(합성),20320.0,하락  75,-0.37%,0.0,20500.0,20870.0,20255.0
909.0,경동도시가스,17740.0,하락  610,-3.32%,2500.0,18150.0,18150.0,17500.0
910.0,우신시스템,5710.0,하락  170,-2.89%,500.0,5970.0,5970.0,5600.0
911.0,HS애드,6300.0,하락  110,-1.72%,1000.0,6300.0,6340.0,6250.0
912.0,신한 KOFR금리 ETN,104260.0,상승  15,+0.01%,0.0,104260.0,104260.0,104260.0
913.0,모나리자,2840.0,하락  25,-0.87%,500.0,2850.0,2905.0,2830.0
914.0,한투 블룸버그 인버스 2X 천연가스선물 ETN,51810.0,상승  500,+0.97%,0.0,53800.0,55490.0,51770.0
915.0,N2 레버리지 S&P500 ETN,51565.0,하락  170,-0.33%,0.0,51775.0,51775.0,51565.0
916.0,한국특강,1695.0,상승  7,+0.41%,500.0,1683.0,1719.0,1650.0
917.0,아주스틸,3880.0,하락  45,-1.15%,500.0,3950.0,3950.0,3830.0
918.0,조흥,171200.0,"하락  2,200",-1.27%,5000.0,171600.0,172900.0,169500.0
919.0,KODEX 차이나CSI300,13080.0,상승  30,+0.23%,0.0,13050.0,13225.0,13050.0
920.0,동방,2135.0,하락  35,-1.61%,1000.0,2130.0,2170.0,2095.0
921.0,덕성,6530.0,하락  190,-2.83%,500.0,6740.0,6820.0,6510.0
922.0,ACE 미국빅테크TOP7 Plus레버리지(합성),32965.0,하락  440,-1.32%,0.0,33150.0,33845.0,32910.0
923.0,KOSEF 단기자금,101510.0,상승  30,+0.03%,0.0,101510.0,101510.0,101490.0
924.0,미래에셋글로벌리츠,2575.0,하락  5,-0.19%,1000.0,2580.0,2585.0,2565.0
925.0,동양철관,649.0,하락  9,-1.37%,500.0,657.0,658.0,639.0
926.0,국제약품,4815.0,하락  135,-2.73%,1000.0,4920.0,4970.0,4790.0
927.0,CJ씨푸드,2830.0,하락  320,-10.16%,500.0,3110.0,3245.0,2830.0
928.0,디와이,3860.0,하락  120,-3.02%,500.0,3940.0,3970.0,3780.0
929.0,파워 종합채권(AA-이상)액티브,100285.0,보합0,0.00%,0.0,100285.0,100285.0,100285.0
930.0,TIGER 소프트웨어,7715.0,하락  55,-0.71%,0.0,7845.0,7845.0,7650.0
931.0,TIMEFOLIO Korea플러스배당액티브,12985.0,하락  75,-0.57%,0.0,12995.0,13060.0,12910.0
932.0,대현,2280.0,하락  15,-0.65%,500.0,2270.0,2305.0,2260.0
933.0,신한 블룸버그 2X 천연가스 선물 ETN,6730.0,하락  100,-1.46%,0.0,6490.0,6750.0,6345.0
934.0,SOL 미국AI전력인프라,13550.0,상승  120,+0.89%,0.0,13575.0,13670.0,13480.0
935.0,HK 종합채권(AA-이상)액티브,108750.0,보합0,0.00%,0.0,108750.0,108750.0,108750.0
936.0,에이플러스에셋,4445.0,하락  155,-3.37%,500.0,4430.0,4585.0,4380.0
937.0,KODEX K-메타버스액티브,6350.0,하락  45,-0.70%,0.0,6410.0,6440.0,6285.0
938.0,신일전자,1410.0,하락  31,-2.15%,500.0,1440.0,1440.0,1401.0
939.0,금호건설,2710.0,하락  5,-0.18%,5000.0,2680.0,2740.0,2665.0
940.0,KODEX 배당가치,13170.0,하락  120,-0.90%,0.0,13245.0,13270.0,13100.0
941.0,TIGER 미국S&P500배당귀족,12630.0,하락  5,-0.04%,0.0,12655.0,12795.0,12630.0
942.0,RISE 코스닥150,10990.0,하락  105,-0.95%,0.0,11090.0,11170.0,10885.0
943.0,HANARO 종합채권(AA-이상)액티브,112435.0,상승  180,+0.16%,0.0,112255.0,112440.0,112180.0
944.0,일동홀딩스,8570.0,상승  260,+3.13%,1000.0,8630.0,9190.0,8000.0
945.0,아남전자,1282.0,하락  21,-1.61%,500.0,1303.0,1338.0,1262.0
946.0,크라운제과,7870.0,하락  140,-1.75%,200.0,7910.0,7950.0,7820.0
947.0,HS화성,9710.0,하락  300,-3.00%,5000.0,9970.0,10000.0,9710.0
948.0,NI스틸,3445.0,하락  105,-2.96%,500.0,3495.0,3515.0,3410.0
949.0,1Q K200액티브,10250.0,하락  10,-0.10%,0.0,10210.0,10310.0,10125.0
950.0,광전자,1697.0,하락  20,-1.16%,500.0,1730.0,1735.0,1690.0
951.0,한솔홀딩스,2340.0,하락  20,-0.85%,1000.0,2340.0,2360.0,2320.0
952.0,RISE 메타버스,5595.0,하락  65,-1.15%,0.0,5660.0,5660.0,5540.0
953.0,두올,3125.0,하락  105,-3.25%,2500.0,3235.0,3235.0,3115.0
954.0,한국화장품,6060.0,하락  210,-3.35%,500.0,6120.0,6250.0,5990.0
955.0,삼원강재,2420.0,하락  10,-0.41%,500.0,2340.0,2420.0,2340.0
956.0,신한 레버리지 은 선물 ETN(H),9675.0,상승  100,+1.04%,0.0,9670.0,9700.0,9620.0
957.0,KODEX AI반도체핵심장비,8535.0,상승  150,+1.79%,0.0,8385.0,8750.0,8385.0
958.0,RISE 단기종합채권(AA-이상)액티브,110815.0,상승  40,+0.04%,0.0,110750.0,110815.0,110750.0
959.0,KODEX AI전력핵심설비,9200.0,하락  30,-0.33%,0.0,9250.0,9325.0,9050.0
960.0,TIGER 여행레저,2920.0,하락  15,-0.51%,0.0,2920.0,2935.0,2900.0
961.0,TIGER 일본엔선물,8835.0,상승  5,+0.06%,0.0,8825.0,8925.0,8820.0
962.0,덕양산업,2910.0,하락  65,-2.18%,500.0,2930.0,2990.0,2880.0
963.0,동일산업,39050.0,하락  600,-1.51%,5000.0,39100.0,39100.0,38750.0
964.0,TIMEFOLIO K바이오액티브,11070.0,하락  135,-1.20%,0.0,11225.0,11285.0,10920.0
965.0,현대코퍼레이션홀딩스,10330.0,하락  380,-3.55%,5000.0,10300.0,10610.0,10300.0
966.0,인바이오젠,9340.0,보합0,0.00%,500.0,0.0,0.0,0.0
967.0,ACE 11월만기자동연장회사채AA-이상액티브,10455.0,하락  5,-0.05%,0.0,10460.0,10465.0,10455.0
968.0,RISE 코스피,25000.0,하락  65,-0.26%,0.0,25065.0,25070.0,24795.0
969.0,동일고무벨트,6720.0,하락  180,-2.61%,500.0,6820.0,6900.0,6670.0
970.0,한국무브넥스,3055.0,하락  180,-5.56%,1000.0,3215.0,3225.0,2995.0
971.0,HANARO 200TR,41110.0,하락  105,-0.25%,0.0,41275.0,41275.0,40685.0
972.0,SK이노베이션우,73900.0,하락  700,-0.94%,5000.0,74100.0,75100.0,72600.0
973.0,RISE 국고채10년액티브,105220.0,상승  10,+0.01%,0.0,105120.0,105220.0,104690.0
974.0,성창기업지주,1316.0,하락  4,-0.30%,500.0,1321.0,1325.0,1305.0
975.0,두산2우B,102500.0,"하락  2,400",-2.29%,5000.0,103300.0,106000.0,102400.0
976.0,KTis,2605.0,하락  135,-4.93%,500.0,2665.0,2700.0,2590.0
977.0,유니온머티리얼,2155.0,하락  55,-2.49%,500.0,2290.0,2300.0,2120.0
978.0,하이트론,3010.0,보합0,0.00%,500.0,3010.0,3100.0,2910.0
979.0,제일연마,9120.0,하락  10,-0.11%,500.0,9310.0,9320.0,9020.0
980.0,인지컨트롤스,5700.0,하락  190,-3.23%,500.0,5890.0,5890.0,5660.0
981.0,ACE 미국반도체데일리타겟커버드콜(합성),10590.0,상승  20,+0.19%,0.0,10570.0,10710.0,10525.0
982.0,KODEX K-로봇액티브,11920.0,하락  110,-0.91%,0.0,12050.0,12050.0,11750.0
983.0,한국내화,2170.0,하락  10,-0.46%,500.0,2145.0,2170.0,2100.0
984.0,TIGER 국채3년,107270.0,상승  30,+0.03%,0.0,107165.0,107270.0,106995.0
985.0,텔코웨어,9590.0,하락  180,-1.84%,500.0,9690.0,9690.0,9350.0
986.0,히어로즈 단기채권ESG액티브,106345.0,상승  45,+0.04%,0.0,106305.0,106345.0,106305.0
987.0,신한글로벌액티브리츠,2020.0,상승  20,+1.00%,1000.0,2005.0,2035.0,2000.0
988.0,동부건설,3825.0,하락  95,-2.42%,5000.0,3920.0,3920.0,3805.0
989.0,KB 레버리지 나스닥 100 ETN,29225.0,하락  395,-1.33%,0.0,29445.0,29650.0,29225.0
990.0,한투 인버스2X 나스닥100 ETN B,8765.0,상승  145,+1.68%,0.0,8705.0,8845.0,8695.0
991.0,휴비스,2540.0,하락  25,-0.97%,5000.0,2520.0,2600.0,2515.0
992.0,대호에이엘,1291.0,하락  106,-7.59%,500.0,1397.0,1397.0,1264.0
993.0,TIGER Fn메타버스,6340.0,하락  125,-1.93%,0.0,6465.0,6465.0,6300.0
994.0,KOSEF 미국S&P500,17770.0,상승  45,+0.25%,0.0,17730.0,17980.0,17730.0
995.0,한신기계,2675.0,하락  5,-0.19%,500.0,2680.0,2705.0,2645.0
996.0,HANARO 머니마켓액티브,50865.0,상승  15,+0.03%,0.0,50840.0,50865.0,50840.0
997.0,동원금속,1827.0,상승  22,+1.22%,500.0,1985.0,1996.0,1806.0
998.0,무림페이퍼,2050.0,하락  35,-1.68%,2500.0,2055.0,2090.0,2020.0
999.0,깨끗한나라,2290.0,상승  20,+0.88%,1000.0,2270.0,2340.0,2215.0
1000.0,한컴라이프케어,3075.0,하락  25,-0.81%,200.0,3100.0,3325.0,3055.0
1001.0,TIGER 미디어컨텐츠,5050.0,하락  310,-5.78%,0.0,5360.0,5360.0,4980.0
1002.0,HL D&I,2225.0,하락  50,-2.20%,5000.0,2290.0,2290.0,2175.0
1003.0,태양금속,2295.0,상승  25,+1.10%,500.0,2270.0,2305.0,2215.0
1004.0,KODEX 200미국채혼합,12805.0,상승  30,+0.23%,0.0,12810.0,12875.0,12775.0
1005.0,TIGER 배당커버드콜액티브,9545.0,하락  5,-0.05%,0.0,9600.0,9600.0,9480.0
1006.0,PLUS 200TR,37210.0,하락  100,-0.27%,0.0,37310.0,37310.0,36915.0
1007.0,TIGER 200 중공업,5615.0,하락  55,-0.97%,0.0,5685.0,5695.0,5545.0
1008.0,동방아그로,6140.0,하락  150,-2.38%,500.0,6220.0,6220.0,6100.0
1009.0,TIGER AI반도체핵심공정,8290.0,상승  95,+1.16%,0.0,8175.0,8495.0,8175.0
1010.0,KODEX 은선물(H),5405.0,상승  15,+0.28%,0.0,5400.0,5415.0,5390.0
1011.0,코스맥스비티아이,8660.0,하락  20,-0.23%,500.0,8630.0,8680.0,8620.0
1012.0,황금에스티,4835.0,하락  70,-1.43%,500.0,4870.0,4905.0,4800.0
1013.0,TIMEFOLIO 글로벌우주테크&방산액티브,14050.0,상승  190,+1.37%,0.0,13930.0,14215.0,13930.0
1014.0,세이브존I&C,1998.0,하락  32,-1.58%,1000.0,2035.0,2055.0,1980.0
1015.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),32700.0,하락  100,-0.30%,0.0,32845.0,32845.0,32700.0
1016.0,크라운해태홀딩스,5490.0,하락  130,-2.31%,500.0,5580.0,5660.0,5490.0
1017.0,신한 인버스 2X 코스닥 150 선물 ETN,8130.0,상승  180,+2.26%,0.0,7965.0,8250.0,7855.0
1018.0,PLUS KOFR금리,106345.0,상승  15,+0.01%,0.0,106345.0,106345.0,106340.0
1019.0,PLUS 고배당주위클리커버드콜,9685.0,하락  120,-1.22%,0.0,9695.0,9740.0,9655.0
1020.0,신영와코루,8980.0,하락  230,-2.50%,500.0,9150.0,9150.0,8980.0
1021.0,팜스코,2195.0,하락  100,-4.36%,500.0,2260.0,2260.0,2195.0
1022.0,KODEX 글로벌비만치료제TOP2 Plus,10690.0,상승  115,+1.09%,0.0,10600.0,10815.0,10600.0
1023.0,DRB동일,4020.0,하락  160,-3.83%,500.0,4135.0,4210.0,3985.0
1024.0,ACE 미국30년국채선물레버리지(합성 H),5680.0,상승  50,+0.89%,0.0,5665.0,5685.0,5655.0
1025.0,CS홀딩스,69200.0,상승  600,+0.87%,5000.0,68700.0,69300.0,68700.0
1026.0,유엔젤,6050.0,"하락  1,050",-14.79%,500.0,6680.0,7140.0,5700.0
1027.0,사조씨푸드,4625.0,하락  65,-1.39%,1000.0,4685.0,4685.0,4500.0
1028.0,RISE 25-03 회사채(AA-이상)액티브,50690.0,상승  20,+0.04%,0.0,50675.0,50690.0,50675.0
1029.0,부산산업,75100.0,하락  100,-0.13%,5000.0,74200.0,76900.0,73100.0
1030.0,ACE 8월만기자동연장회사채AA-이상액티브,10360.0,보합0,0.00%,0.0,10365.0,10365.0,10360.0
1031.0,KODEX 성장주,13130.0,하락  75,-0.57%,0.0,13205.0,13205.0,13130.0
1032.0,사조오양,8250.0,하락  300,-3.51%,5000.0,8550.0,8550.0,8210.0
1033.0,티웨이홀딩스,690.0,상승  18,+2.68%,500.0,673.0,694.0,655.0
1034.0,신한 레버리지 S&P500 선물 ETN,38590.0,하락  110,-0.28%,0.0,38680.0,39040.0,38550.0
1035.0,삼호개발,3085.0,하락  80,-2.53%,500.0,3165.0,3180.0,3060.0
1036.0,조광페인트,6020.0,하락  180,-2.90%,500.0,6200.0,6200.0,5810.0
1037.0,남광토건,7780.0,하락  190,-2.38%,5000.0,7800.0,7910.0,7620.0
1038.0,유니온,4885.0,하락  245,-4.78%,500.0,5390.0,5480.0,4885.0
1039.0,호전실업,7770.0,하락  300,-3.72%,500.0,7950.0,8040.0,7730.0
1040.0,TIGER 200선물인버스2X,2715.0,상승  20,+0.74%,0.0,2715.0,2765.0,2690.0
1041.0,NH프라임리츠,4055.0,보합0,0.00%,500.0,4055.0,4070.0,4035.0
1042.0,ACE 미국30년국채액티브,10220.0,상승  55,+0.54%,0.0,10190.0,10355.0,10190.0
1043.0,유유제약,4440.0,하락  35,-0.78%,1000.0,4430.0,4495.0,4390.0
1044.0,RISE 중기우량회사채,106170.0,상승  80,+0.08%,0.0,106130.0,106170.0,106030.0
1045.0,TIGER 중국소비테마,5655.0,하락  70,-1.22%,0.0,5725.0,5780.0,5655.0
1046.0,까뮤이앤씨,1260.0,하락  23,-1.79%,500.0,1263.0,1308.0,1258.0
1047.0,WON 25-09 회사채(AA-이상)액티브,53865.0,상승  15,+0.03%,0.0,53875.0,53875.0,53865.0
1048.0,화승코퍼레이션,1495.0,하락  55,-3.55%,500.0,1520.0,1532.0,1494.0
1049.0,이엔플러스,1010.0,하락  57,-5.34%,500.0,1055.0,1079.0,1010.0
1050.0,KODEX 헬스케어,16090.0,하락  95,-0.59%,0.0,16205.0,16250.0,15900.0
1051.0,남양유업우,37000.0,하락  50,-0.13%,500.0,37000.0,37050.0,36600.0
1052.0,써니전자,2015.0,하락  100,-4.73%,500.0,2065.0,2100.0,1974.0
1053.0,이스타코,1725.0,상승  92,+5.63%,500.0,1633.0,1744.0,1578.0
1054.0,TIGER 200선물레버리지,10710.0,하락  65,-0.60%,0.0,10730.0,10830.0,10525.0
1055.0,신송홀딩스,6240.0,하락  450,-6.73%,500.0,6390.0,6460.0,6160.0
1056.0,팜젠사이언스,4050.0,하락  110,-2.64%,500.0,4110.0,4145.0,4030.0
1057.0,와이투솔루션,2005.0,하락  5,-0.25%,2500.0,1995.0,2010.0,1950.0
1058.0,신한 WTI원유 선물 ETN(H),7320.0,하락  55,-0.75%,0.0,7320.0,7325.0,7300.0
1059.0,RISE 중국본토대형주CSI100,19185.0,하락  80,-0.42%,0.0,19265.0,19465.0,19155.0
1060.0,한신공영,6280.0,하락  280,-4.27%,5000.0,6500.0,6520.0,6280.0
1061.0,진양화학,3425.0,상승  65,+1.93%,500.0,3280.0,3740.0,3080.0
1062.0,KB 레버리지 S&P 500 선물 ETN(H),18145.0,하락  135,-0.74%,0.0,18255.0,18255.0,18140.0
1063.0,세원정공,7250.0,하락  160,-2.16%,500.0,7350.0,7480.0,7240.0
1064.0,TP,1414.0,하락  33,-2.28%,500.0,1430.0,1447.0,1399.0
1065.0,TIGER 미국배당다우존스타겟커버드콜1호,12025.0,상승  35,+0.29%,0.0,12010.0,12190.0,12005.0
1066.0,ACE 글로벌자율주행액티브,12415.0,하락  55,-0.44%,0.0,12585.0,12585.0,12410.0
1067.0,기신정기,2465.0,상승  30,+1.23%,500.0,2435.0,2465.0,2385.0
1068.0,형지엘리트,2030.0,하락  170,-7.73%,500.0,2200.0,2230.0,1990.0
1069.0,KODEX 삼성전자채권혼합,10415.0,상승  35,+0.34%,0.0,10380.0,10425.0,10365.0
1070.0,TIGER 미국S&P500레버리지(합성 H),47835.0,하락  260,-0.54%,0.0,48090.0,48095.0,47825.0
1071.0,RISE 중국본토CSI300,11205.0,상승  35,+0.31%,0.0,11230.0,11300.0,11170.0
1072.0,히어로즈 26-09 회사채(AA-이상)액티브,52475.0,상승  30,+0.06%,0.0,52450.0,52475.0,52410.0
1073.0,지엠비코리아,3730.0,하락  5,-0.13%,500.0,3705.0,3735.0,3645.0
1074.0,영보화학,3550.0,하락  30,-0.84%,500.0,3550.0,3595.0,3495.0
1075.0,인터지스,2380.0,하락  80,-3.25%,500.0,2445.0,2445.0,2335.0
1076.0,쌍방울,13450.0,보합0,0.00%,500.0,0.0,0.0,0.0
1077.0,삼성공조,8650.0,하락  180,-2.04%,500.0,8710.0,9000.0,8550.0
1078.0,대양금속,1648.0,하락  7,-0.42%,500.0,1598.0,1710.0,1598.0
1079.0,신한 레버리지 금 선물 ETN,34500.0,상승  365,+1.07%,0.0,34490.0,34820.0,34465.0
1080.0,범양건영,2490.0,하락  100,-3.86%,1000.0,2615.0,2730.0,2450.0
1081.0,KB 인버스 천연가스 선물 ETN,15170.0,상승  60,+0.40%,0.0,15420.0,15795.0,15170.0
1082.0,인디에프,905.0,하락  30,-3.21%,500.0,935.0,945.0,897.0
1083.0,한투 레버리지 천연가스 선물 ETN B,6795.0,하락  85,-1.24%,0.0,6525.0,6795.0,6380.0
1084.0,TIGER 인도니프티50레버리지(합성),45500.0,"상승  1,130",+2.55%,0.0,44850.0,45745.0,44700.0
1085.0,진양폴리,6720.0,하락  60,-0.88%,500.0,6770.0,6860.0,6620.0
1086.0,세원이앤씨,1270.0,보합0,0.00%,500.0,0.0,0.0,0.0
1087.0,웅진,837.0,하락  10,-1.18%,500.0,829.0,854.0,829.0
1088.0,키움 미국달러선물 ETN,13330.0,상승  65,+0.49%,0.0,13435.0,13435.0,13330.0
1089.0,GS우,37150.0,하락  850,-2.24%,5000.0,37000.0,37500.0,37000.0
1090.0,부국증권우,22100.0,하락  200,-0.90%,5000.0,22200.0,22200.0,21850.0
1091.0,SOL 미국S&P500ESG,17345.0,하락  40,-0.23%,0.0,17400.0,17560.0,17335.0
1092.0,SOL CD금리&머니마켓액티브,50010.0,상승  5,+0.01%,0.0,50010.0,50015.0,50005.0
1093.0,보해양조,473.0,하락  3,-0.63%,500.0,475.0,479.0,465.0
1094.0,삼화왕관,30450.0,하락  500,-1.62%,5000.0,30600.0,30950.0,30400.0
1095.0,광명전기,1511.0,하락  6,-0.40%,500.0,1516.0,1534.0,1472.0
1096.0,TIGER 경기방어,9720.0,하락  110,-1.12%,0.0,9805.0,9805.0,9630.0
1097.0,TIGER 2차전지TOP10레버리지,1347.0,하락  10,-0.74%,0.0,1339.0,1380.0,1300.0
1098.0,콤텍시스템,539.0,상승  11,+2.08%,500.0,534.0,556.0,525.0
1099.0,삼성 미국 대형 성장주 ETN,32565.0,하락  130,-0.40%,0.0,32565.0,32565.0,32565.0
1100.0,엔케이,812.0,상승  20,+2.53%,500.0,800.0,823.0,787.0
1101.0,SG세계물산,320.0,하락  3,-0.93%,500.0,319.0,323.0,316.0
1102.0,IHQ,10760.0,보합0,0.00%,500.0,0.0,0.0,0.0
1103.0,PLUS 신흥국MSCI(합성 H),9770.0,하락  50,-0.51%,0.0,9820.0,9825.0,9605.0
1104.0,보락,1075.0,하락  29,-2.63%,200.0,1104.0,1112.0,1073.0
1105.0,삼정펄프,25700.0,하락  200,-0.77%,5000.0,25150.0,25800.0,25150.0
1106.0,SK우,113400.0,"하락  1,000",-0.87%,200.0,111700.0,115000.0,111700.0
1107.0,영풍제지,1148.0,하락  3,-0.26%,500.0,1151.0,1163.0,1134.0
1108.0,고려산업,2570.0,하락  180,-6.55%,1000.0,2680.0,2685.0,2560.0
1109.0,TIGER 200TR,18310.0,하락  100,-0.54%,0.0,18470.0,18470.0,18190.0
1110.0,두산퓨얼셀1우,4795.0,하락  5,-0.10%,100.0,4795.0,4815.0,4650.0
1111.0,TIGER 글로벌AI&로보틱스 INDXX,13755.0,상승  145,+1.07%,0.0,13620.0,13900.0,13620.0
1112.0,PLUS 미국S&P500(H),24470.0,하락  70,-0.29%,0.0,24585.0,24585.0,24470.0
1113.0,RISE 코스닥150선물레버리지,7255.0,하락  130,-1.76%,0.0,7395.0,7480.0,7095.0
1114.0,KODEX WTI원유선물(H),14490.0,하락  40,-0.28%,0.0,14510.0,14510.0,14460.0
1115.0,메리츠 KAP 통안채 3개월 ETN,52810.0,보합0,0.00%,0.0,52810.0,52810.0,52810.0
1116.0,KODEX 아시아달러채권ESG플러스액티브,61405.0,상승  250,+0.41%,0.0,61860.0,62035.0,61405.0
1117.0,새론오토모티브,3265.0,하락  35,-1.06%,500.0,3260.0,3340.0,3200.0
1118.0,상신브레이크,2910.0,하락  85,-2.84%,500.0,2970.0,2970.0,2890.0
1119.0,KODEX 미국메타버스나스닥액티브,15985.0,하락  55,-0.34%,0.0,15950.0,16155.0,15950.0
1120.0,KODEX 미국10년국채선물,11975.0,상승  45,+0.38%,0.0,11960.0,12150.0,11935.0
1121.0,미래에셋맵스리츠,2485.0,하락  40,-1.58%,1000.0,2520.0,2540.0,2470.0
1122.0,동양피스톤,4690.0,하락  75,-1.57%,500.0,4755.0,4755.0,4575.0
1123.0,KODEX 미국달러선물,14435.0,상승  55,+0.38%,0.0,14415.0,14615.0,14390.0
1124.0,KB Wise 분할매매 ETN,10270.0,보합0,0.00%,0.0,10270.0,10270.0,10270.0
1125.0,한국종합기술,5610.0,하락  140,-2.43%,500.0,5830.0,6060.0,5420.0
1126.0,테이팩스,12870.0,하락  60,-0.46%,500.0,12920.0,13000.0,12560.0
1127.0,혜인,4825.0,하락  140,-2.82%,500.0,4935.0,4960.0,4755.0
